"route","file path","line","UI element hovered","trigger","visible text","tooltip text","relationship","source of the tooltip text","resource type","also the accessible name?","scope","value kind","retrieved"
"/resources","src/components/info-label/index.tsx","20","InfoLabel text","hover + focus (Chakra Tooltip)","Pathogen Species, followed by an ⓘ icon","Infectious agent(s) / pathogen(s) which are the focus of the work (like SARS-CoV-2).","adds detail","configs/schema-definitions.json -> infectiousAgent.description.Dataset","Dataset","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/info-label/index.tsx","20","InfoLabel text","hover + focus (Chakra Tooltip)","Pathogen Species, followed by an ⓘ icon","Infectious agent(s) / pathogen(s) which are the focus of the data collection (like SARS-CoV-2).","adds detail","configs/schema-definitions.json -> infectiousAgent.description.DataCollection","DataCollection","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/info-label/index.tsx","20","InfoLabel text","hover + focus (Chakra Tooltip)","the label text, followed by an ⓘ icon","(+25 more values not listed - 35 total at this site)","n/a - summary row","summary row","","no - element has no aria-label","shared","value (summary)",""
"/search","src/components/info-label/index.tsx","20","InfoLabel text","hover + focus (Chakra Tooltip)","Available On Device, followed by an ⓘ icon","Device or platform required to run the application, such as Bioconda, Docker, or Singularity.","adds detail","configs/schema-definitions.json -> availableOnDevice.description.ComputationalTool (no Dataset wording; falls back to ComputationalTool)","ComputationalTool","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/info-label/index.tsx","20","InfoLabel text","hover + focus (Chakra Tooltip)","Feature List, followed by an ⓘ icon","Features or modules provided by this application (and possibly required by other applications).","adds detail","configs/schema-definitions.json -> featureList.description.ComputationalTool (no Dataset wording; falls back to ComputationalTool)","ComputationalTool","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/info-label/index.tsx","20","InfoLabel text","hover + focus (Chakra Tooltip)","Funding, followed by an ⓘ icon","Funding that supports (sponsors) the collection of this dataset through some kind of financial contribution.","adds detail","configs/schema-definitions.json -> funding.description.Dataset","Dataset","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/info-label/index.tsx","20","InfoLabel text","hover + focus (Chakra Tooltip)","Funding, followed by an ⓘ icon","Funding that supports (sponsors) the development of this computational tool through some kind of financial contribution.","adds detail","configs/schema-definitions.json -> funding.description.ComputationalTool","ComputationalTool","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/info-label/index.tsx","20","InfoLabel text","hover + focus (Chakra Tooltip)","Funding, followed by an ⓘ icon","Funding that supports (sponsors) the creation or maintenance of the resource catalog through some kind of financial contribution.","adds detail","configs/schema-definitions.json -> funding.description.ResourceCatalog","ResourceCatalog","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/info-label/index.tsx","20","InfoLabel text","hover + focus (Chakra Tooltip)","Funding, followed by an ⓘ icon","Funding that supports (sponsors) the creation of the records included in the data collection through some kind of financial contribution.","adds detail","configs/schema-definitions.json -> funding.description.DataCollection","DataCollection","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/info-label/index.tsx","20","InfoLabel text","hover + focus (Chakra Tooltip)","Health Condition, followed by an ⓘ icon","The health condition(s) /infectious disease(s) which are the focus of the work (like COVID-19, coronavirus).","adds detail","configs/schema-definitions.json -> healthCondition.description.Dataset","Dataset","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/info-label/index.tsx","20","InfoLabel text","hover + focus (Chakra Tooltip)","Health Condition, followed by an ⓘ icon","The infectious disease(s) / health condition(s) which are the focus of the data collection.","adds detail","configs/schema-definitions.json -> healthCondition.description.DataCollection","DataCollection","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/info-label/index.tsx","20","InfoLabel text","hover + focus (Chakra Tooltip)","Pathogen Species, followed by an ⓘ icon","Infectious agent(s) / pathogen(s) which are the focus of the work (like SARS-CoV-2).","adds detail","configs/schema-definitions.json -> infectiousAgent.description.Dataset","Dataset","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/info-label/index.tsx","20","InfoLabel text","hover + focus (Chakra Tooltip)","Pathogen Species, followed by an ⓘ icon","Infectious agent(s) / pathogen(s) which are the focus of the data collection (like SARS-CoV-2).","adds detail","configs/schema-definitions.json -> infectiousAgent.description.DataCollection","DataCollection","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/info-label/index.tsx","20","InfoLabel text","hover + focus (Chakra Tooltip)","the label text, followed by an ⓘ icon","(+25 more values not listed - 35 total at this site)","n/a - summary row","summary row","","no - element has no aria-label","shared","value (summary)",""
"/diseases/[slug]","src/views/diseases/disease/components/property-treemap-lists.tsx","36","treemap section heading","hover + focus (Chakra Tooltip)","Health Condition (adjacent label - trigger is a ⓘ info icon)","The health condition(s) /infectious disease(s) which are the focus of the work (like COVID-19, coronavirus).","annotates an adjacent label","configs/schema-definitions.json -> healthCondition.description.Dataset","Dataset","no - element has no aria-label","route-specific","value (resolved)",""
"/diseases/[slug]","src/views/diseases/disease/components/property-treemap-lists.tsx","36","treemap section heading","hover + focus (Chakra Tooltip)","Measurement Technique (adjacent label - trigger is a ⓘ info icon)","A technique or technology used in a  dataset corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"".","annotates an adjacent label","configs/schema-definitions.json -> measurementTechnique.description.Dataset","Dataset","no - element has no aria-label","route-specific","value (resolved)",""
"/diseases/[slug]","src/views/diseases/disease/components/property-treemap-lists.tsx","36","treemap section heading","hover + focus (Chakra Tooltip)","Pathogen Species (adjacent label - trigger is a ⓘ info icon)","Infectious agent(s) / pathogen(s) which are the focus of the work (like SARS-CoV-2).","annotates an adjacent label","configs/schema-definitions.json -> infectiousAgent.description.Dataset","Dataset","no - element has no aria-label","route-specific","value (resolved)",""
"/","src/components/table/components/cell.tsx","132","truncated table cell","hover + focus (Chakra Tooltip)","the column header label","Sort by relevancy (field name is boosted).","adds detail","the column/sort configs, e.g. src/views/search/config/defaultQuery.ts:10-38","","no - element has no aria-label","shared","value (resolved)",""
"/","src/components/table/components/cell.tsx","132","truncated table cell","hover + focus (Chakra Tooltip)","the column header label","Sort by least recent activity (created, published or modified).","adds detail","the column/sort configs, e.g. src/views/search/config/defaultQuery.ts:10-38","","no - element has no aria-label","shared","value (resolved)",""
"/","src/components/table/components/cell.tsx","132","truncated table cell","hover + focus (Chakra Tooltip)","the column header label","Sort by most recent activity (created, published or modified).","adds detail","the column/sort configs, e.g. src/views/search/config/defaultQuery.ts:10-38","","no - element has no aria-label","shared","value (resolved)",""
"/","src/components/table/components/cell.tsx","132","truncated table cell","hover + focus (Chakra Tooltip)","the column header label","Sort in alphabetical order (title).","adds detail","the column/sort configs, e.g. src/views/search/config/defaultQuery.ts:10-38","","no - element has no aria-label","shared","value (resolved)",""
"/","src/components/table/components/cell.tsx","132","truncated table cell","hover + focus (Chakra Tooltip)","the column header label","Sort in reverse alphabetical order (title).","adds detail","the column/sort configs, e.g. src/views/search/config/defaultQuery.ts:10-38","","no - element has no aria-label","shared","value (resolved)",""
"/repository-matcher","src/components/table/components/cell.tsx","132","truncated table cell","hover + focus (Chakra Tooltip)","the column header label","Sort by relevancy (field name is boosted).","adds detail","the column/sort configs, e.g. src/views/search/config/defaultQuery.ts:10-38","","no - element has no aria-label","shared","value (resolved)",""
"/repository-matcher","src/components/table/components/cell.tsx","132","truncated table cell","hover + focus (Chakra Tooltip)","the column header label","Sort by least recent activity (created, published or modified).","adds detail","the column/sort configs, e.g. src/views/search/config/defaultQuery.ts:10-38","","no - element has no aria-label","shared","value (resolved)",""
"/repository-matcher","src/components/table/components/cell.tsx","132","truncated table cell","hover + focus (Chakra Tooltip)","the column header label","Sort by most recent activity (created, published or modified).","adds detail","the column/sort configs, e.g. src/views/search/config/defaultQuery.ts:10-38","","no - element has no aria-label","shared","value (resolved)",""
"/repository-matcher","src/components/table/components/cell.tsx","132","truncated table cell","hover + focus (Chakra Tooltip)","the column header label","Sort in alphabetical order (title).","adds detail","the column/sort configs, e.g. src/views/search/config/defaultQuery.ts:10-38","","no - element has no aria-label","shared","value (resolved)",""
"/repository-matcher","src/components/table/components/cell.tsx","132","truncated table cell","hover + focus (Chakra Tooltip)","the column header label","Sort in reverse alphabetical order (title).","adds detail","the column/sort configs, e.g. src/views/search/config/defaultQuery.ts:10-38","","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/table/components/cell.tsx","132","truncated table cell","hover + focus (Chakra Tooltip)","the column header label","Sort by relevancy (field name is boosted).","adds detail","the column/sort configs, e.g. src/views/search/config/defaultQuery.ts:10-38","","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/table/components/cell.tsx","132","truncated table cell","hover + focus (Chakra Tooltip)","the column header label","Sort by least recent activity (created, published or modified).","adds detail","the column/sort configs, e.g. src/views/search/config/defaultQuery.ts:10-38","","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/table/components/cell.tsx","132","truncated table cell","hover + focus (Chakra Tooltip)","the column header label","Sort by most recent activity (created, published or modified).","adds detail","the column/sort configs, e.g. src/views/search/config/defaultQuery.ts:10-38","","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/table/components/cell.tsx","132","truncated table cell","hover + focus (Chakra Tooltip)","the column header label","Sort in alphabetical order (title).","adds detail","the column/sort configs, e.g. src/views/search/config/defaultQuery.ts:10-38","","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/table/components/cell.tsx","132","truncated table cell","hover + focus (Chakra Tooltip)","the column header label","Sort in reverse alphabetical order (title).","adds detail","the column/sort configs, e.g. src/views/search/config/defaultQuery.ts:10-38","","no - element has no aria-label","shared","value (resolved)",""
"/saved","src/components/table/components/cell.tsx","132","truncated table cell","hover + focus (Chakra Tooltip)","the column header label","Sort by relevancy (field name is boosted).","adds detail","the column/sort configs, e.g. src/views/search/config/defaultQuery.ts:10-38","","no - element has no aria-label","shared","value (resolved)",""
"/saved","src/components/table/components/cell.tsx","132","truncated table cell","hover + focus (Chakra Tooltip)","the column header label","Sort by least recent activity (created, published or modified).","adds detail","the column/sort configs, e.g. src/views/search/config/defaultQuery.ts:10-38","","no - element has no aria-label","shared","value (resolved)",""
"/saved","src/components/table/components/cell.tsx","132","truncated table cell","hover + focus (Chakra Tooltip)","the column header label","Sort by most recent activity (created, published or modified).","adds detail","the column/sort configs, e.g. src/views/search/config/defaultQuery.ts:10-38","","no - element has no aria-label","shared","value (resolved)",""
"/saved","src/components/table/components/cell.tsx","132","truncated table cell","hover + focus (Chakra Tooltip)","the column header label","Sort in alphabetical order (title).","adds detail","the column/sort configs, e.g. src/views/search/config/defaultQuery.ts:10-38","","no - element has no aria-label","shared","value (resolved)",""
"/saved","src/components/table/components/cell.tsx","132","truncated table cell","hover + focus (Chakra Tooltip)","the column header label","Sort in reverse alphabetical order (title).","adds detail","the column/sort configs, e.g. src/views/search/config/defaultQuery.ts:10-38","","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/table/components/cell.tsx","132","truncated table cell","hover + focus (Chakra Tooltip)","the column header label","Sort by relevancy (field name is boosted).","adds detail","the column/sort configs, e.g. src/views/search/config/defaultQuery.ts:10-38","","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/table/components/cell.tsx","132","truncated table cell","hover + focus (Chakra Tooltip)","the column header label","Sort by least recent activity (created, published or modified).","adds detail","the column/sort configs, e.g. src/views/search/config/defaultQuery.ts:10-38","","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/table/components/cell.tsx","132","truncated table cell","hover + focus (Chakra Tooltip)","the column header label","Sort by most recent activity (created, published or modified).","adds detail","the column/sort configs, e.g. src/views/search/config/defaultQuery.ts:10-38","","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/table/components/cell.tsx","132","truncated table cell","hover + focus (Chakra Tooltip)","the column header label","Sort in alphabetical order (title).","adds detail","the column/sort configs, e.g. src/views/search/config/defaultQuery.ts:10-38","","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/table/components/cell.tsx","132","truncated table cell","hover + focus (Chakra Tooltip)","the column header label","Sort in reverse alphabetical order (title).","adds detail","the column/sort configs, e.g. src/views/search/config/defaultQuery.ts:10-38","","no - element has no aria-label","shared","value (resolved)",""
"/repository-matcher","src/components/select-and-order-popover/components/PopoverListItem.tsx","111","Text (truncated item name)","hover only (native title attribute)","the item name, clipped to one line","Date","shows the full text of a truncated label","item.title - the filter name (customize-filters-popover.tsx:25)","","no - element has no aria-label","shared","value (resolved)",""
"/repository-matcher","src/components/select-and-order-popover/components/PopoverListItem.tsx","111","Text (truncated item name)","hover only (native title attribute)","the item name, clipped to one line","Sources","shows the full text of a truncated label","item.title - the filter name (customize-filters-popover.tsx:25)","","no - element has no aria-label","shared","value (resolved)",""
"/repository-matcher","src/components/select-and-order-popover/components/PopoverListItem.tsx","111","Text (truncated item name)","hover only (native title attribute)","the item name, clipped to one line","Program Collection","shows the full text of a truncated label","item.title - the filter name (customize-filters-popover.tsx:25)","","no - element has no aria-label","shared","value (resolved)",""
"/repository-matcher","src/components/select-and-order-popover/components/PopoverListItem.tsx","111","Text (truncated item name)","hover only (native title attribute)","the item name, clipped to one line","Health Condition","shows the full text of a truncated label","item.title - the filter name (customize-filters-popover.tsx:25)","","no - element has no aria-label","shared","value (resolved)",""
"/repository-matcher","src/components/select-and-order-popover/components/PopoverListItem.tsx","111","Text (truncated item name)","hover only (native title attribute)","the item name, clipped to one line","Pathogen Species","shows the full text of a truncated label","item.title - the filter name (customize-filters-popover.tsx:25)","","no - element has no aria-label","shared","value (resolved)",""
"/repository-matcher","src/components/select-and-order-popover/components/PopoverListItem.tsx","111","Text (truncated item name)","hover only (native title attribute)","the item name, clipped to one line","Host Species","shows the full text of a truncated label","item.title - the filter name (customize-filters-popover.tsx:25)","","no - element has no aria-label","shared","value (resolved)",""
"/repository-matcher","src/components/select-and-order-popover/components/PopoverListItem.tsx","111","Text (truncated item name)","hover only (native title attribute)","the item name, clipped to one line","Funding","shows the full text of a truncated label","item.title - the filter name (customize-filters-popover.tsx:25)","","no - element has no aria-label","shared","value (resolved)",""
"/repository-matcher","src/components/select-and-order-popover/components/PopoverListItem.tsx","111","Text (truncated item name)","hover only (native title attribute)","the item name, clipped to one line","Conditions of Access","shows the full text of a truncated label","item.title - the filter name (customize-filters-popover.tsx:25)","","no - element has no aria-label","shared","value (resolved)",""
"/repository-matcher","src/components/select-and-order-popover/components/PopoverListItem.tsx","111","Text (truncated item name)","hover only (native title attribute)","the item name, clipped to one line","Variable Measured","shows the full text of a truncated label","item.title - the filter name (customize-filters-popover.tsx:25)","","no - element has no aria-label","shared","value (resolved)",""
"/repository-matcher","src/components/select-and-order-popover/components/PopoverListItem.tsx","111","Text (truncated item name)","hover only (native title attribute)","the item name, clipped to one line","Measurement Technique","shows the full text of a truncated label","item.title - the filter name (customize-filters-popover.tsx:25)","","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/select-and-order-popover/components/PopoverListItem.tsx","111","Text (truncated item name)","hover only (native title attribute)","the item name, clipped to one line","Date","shows the full text of a truncated label","item.title - the filter name (customize-filters-popover.tsx:25)","","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/select-and-order-popover/components/PopoverListItem.tsx","111","Text (truncated item name)","hover only (native title attribute)","the item name, clipped to one line","Sources","shows the full text of a truncated label","item.title - the filter name (customize-filters-popover.tsx:25)","","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/select-and-order-popover/components/PopoverListItem.tsx","111","Text (truncated item name)","hover only (native title attribute)","the item name, clipped to one line","Program Collection","shows the full text of a truncated label","item.title - the filter name (customize-filters-popover.tsx:25)","","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/select-and-order-popover/components/PopoverListItem.tsx","111","Text (truncated item name)","hover only (native title attribute)","the item name, clipped to one line","Health Condition","shows the full text of a truncated label","item.title - the filter name (customize-filters-popover.tsx:25)","","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/select-and-order-popover/components/PopoverListItem.tsx","111","Text (truncated item name)","hover only (native title attribute)","the item name, clipped to one line","Pathogen Species","shows the full text of a truncated label","item.title - the filter name (customize-filters-popover.tsx:25)","","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/select-and-order-popover/components/PopoverListItem.tsx","111","Text (truncated item name)","hover only (native title attribute)","the item name, clipped to one line","Host Species","shows the full text of a truncated label","item.title - the filter name (customize-filters-popover.tsx:25)","","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/select-and-order-popover/components/PopoverListItem.tsx","111","Text (truncated item name)","hover only (native title attribute)","the item name, clipped to one line","Funding","shows the full text of a truncated label","item.title - the filter name (customize-filters-popover.tsx:25)","","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/select-and-order-popover/components/PopoverListItem.tsx","111","Text (truncated item name)","hover only (native title attribute)","the item name, clipped to one line","Conditions of Access","shows the full text of a truncated label","item.title - the filter name (customize-filters-popover.tsx:25)","","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/select-and-order-popover/components/PopoverListItem.tsx","111","Text (truncated item name)","hover only (native title attribute)","the item name, clipped to one line","Variable Measured","shows the full text of a truncated label","item.title - the filter name (customize-filters-popover.tsx:25)","","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/select-and-order-popover/components/PopoverListItem.tsx","111","Text (truncated item name)","hover only (native title attribute)","the item name, clipped to one line","Measurement Technique","shows the full text of a truncated label","item.title - the filter name (customize-filters-popover.tsx:25)","","no - element has no aria-label","shared","value (resolved)",""
"/advanced-search","src/components/advanced-search/components/Search/components/FieldSelect/index.tsx","99","field option row (expands the description)","hover reveal (onMouseOver)","Source","Data or tool catalog where the work is published; original source of the metadata.","shows the full text of a truncated label","configs/schema-definitions.json -> includedInDataCatalog.description.Dataset","Dataset","no - element has no aria-label","route-specific","value (resolved)",""
"/advanced-search","src/components/advanced-search/components/Search/components/FieldSelect/index.tsx","99","field option row (expands the description)","hover reveal (onMouseOver)","Source Organization","The organization, research project, working group, or funded program on whose behalf the author/creator was working.","shows the full text of a truncated label","configs/schema-definitions.json -> sourceOrganization.description.Dataset","Dataset","no - element has no aria-label","route-specific","value (resolved)",""
"/advanced-search","src/components/advanced-search/components/Search/components/FieldSelect/index.tsx","99","field option row (expands the description)","hover reveal (onMouseOver)","Health Condition","The health condition(s) /infectious disease(s) which are the focus of the work (like COVID-19, coronavirus).","shows the full text of a truncated label","configs/schema-definitions.json -> healthCondition.description.Dataset","Dataset","no - element has no aria-label","route-specific","value (resolved)",""
"/advanced-search","src/components/advanced-search/components/Search/components/FieldSelect/index.tsx","99","field option row (expands the description)","hover reveal (onMouseOver)","Pathogen Species","Infectious agent(s) / pathogen(s) which are the focus of the work (like SARS-CoV-2).","shows the full text of a truncated label","configs/schema-definitions.json -> infectiousAgent.description.Dataset","Dataset","no - element has no aria-label","route-specific","value (resolved)",""
"/advanced-search","src/components/advanced-search/components/Search/components/FieldSelect/index.tsx","99","field option row (expands the description)","hover reveal (onMouseOver)","Species","Species / host organism from which the dataset has been collected.","shows the full text of a truncated label","configs/schema-definitions.json -> species.description.Dataset","Dataset","no - element has no aria-label","route-specific","value (resolved)",""
"/advanced-search","src/components/advanced-search/components/Search/components/FieldSelect/index.tsx","99","field option row (expands the description)","hover reveal (onMouseOver)","Funding","Funding that supports (sponsors) the collection of this dataset through some kind of financial contribution.","shows the full text of a truncated label","configs/schema-definitions.json -> funding.description.Dataset","Dataset","no - element has no aria-label","route-specific","value (resolved)",""
"/advanced-search","src/components/advanced-search/components/Search/components/FieldSelect/index.tsx","99","field option row (expands the description)","hover reveal (onMouseOver)","Conditions Of Access","Conditions that affect the availability of, or method(s) of access to, the work. Options include open (freely available), restricted (may include restrictions such as on use), closed (requires registration to access), or embargoed (unpublished).","shows the full text of a truncated label","configs/schema-definitions.json -> conditionsOfAccess.description.Dataset","Dataset","no - element has no aria-label","route-specific","value (resolved)",""
"/advanced-search","src/components/advanced-search/components/Search/components/FieldSelect/index.tsx","99","field option row (expands the description)","hover reveal (onMouseOver)","Variable Measured","Variables measured within the dataset.","shows the full text of a truncated label","configs/schema-definitions.json -> variableMeasured.description.Dataset","Dataset","no - element has no aria-label","route-specific","value (resolved)",""
"/advanced-search","src/components/advanced-search/components/Search/components/FieldSelect/index.tsx","99","field option row (expands the description)","hover reveal (onMouseOver)","Measurement Technique","A technique or technology used in a  dataset corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"".","shows the full text of a truncated label","configs/schema-definitions.json -> measurementTechnique.description.Dataset","Dataset","no - element has no aria-label","route-specific","value (resolved)",""
"/advanced-search","src/components/advanced-search/components/Search/components/FieldSelect/index.tsx","99","field option row (expands the description)","hover reveal (onMouseOver)","Topic Category","Topic of the work. This topic may be assigned by a human curator or through automated algorithms.","shows the full text of a truncated label","configs/schema-definitions.json -> topicCategory.description.Dataset","Dataset","no - element has no aria-label","route-specific","value (resolved)",""
"/advanced-search","src/components/advanced-search/components/Search/components/FieldSelect/index.tsx","99","field option row (expands the description)","hover reveal (onMouseOver)","the field label, with its description clipped to one line","(+3 more values not listed - 13 total at this site)","n/a - summary row","summary row","","no - element has no aria-label","route-specific","value (summary)",""
"/404","src/components/page-container/components/search/components/ai-toggle.tsx","130","AI-assisted search info icon","hover reveal (onMouseOver)","the AI-assisted search toggle label and switch","(popover body - see ai-toggle.tsx)","adds detail","hardcoded in the ai-toggle popover","","NO - aria-label differs: ""More information about AI-assisted search""","shared (page-container search bar)","value (resolved)",""
"/about","src/components/page-container/components/search/components/ai-toggle.tsx","130","AI-assisted search info icon","hover reveal (onMouseOver)","the AI-assisted search toggle label and switch","(popover body - see ai-toggle.tsx)","adds detail","hardcoded in the ai-toggle popover","","NO - aria-label differs: ""More information about AI-assisted search""","shared (page-container search bar)","value (resolved)",""
"/resources","src/components/page-container/components/search/components/ai-toggle.tsx","130","AI-assisted search info icon","hover reveal (onMouseOver)","the AI-assisted search toggle label and switch","(popover body - see ai-toggle.tsx)","adds detail","hardcoded in the ai-toggle popover","","NO - aria-label differs: ""More information about AI-assisted search""","shared (page-container search bar)","value (resolved)",""
"/search","src/components/page-container/components/search/components/ai-toggle.tsx","130","AI-assisted search info icon","hover reveal (onMouseOver)","the AI-assisted search toggle label and switch","(popover body - see ai-toggle.tsx)","adds detail","hardcoded in the ai-toggle popover","","NO - aria-label differs: ""More information about AI-assisted search""","shared (page-container search bar)","value (resolved)",""
"/advanced-search","src/components/select/components/OptionItem.tsx","29","select option (reveals its description)","hover reveal (onMouseOver)","the option label","Contains the exact term or phrase.","adds detail","the option config of the consuming select - illustrative: the interpolated part varies per record","","no - element has no aria-label","shared","value (sampled example)","2026-08-26"
"/advanced-search","src/components/dropdown-button/index.tsx","74","dropdown button (opens its menu)","hover reveal (onMouseOver) - a MENU of actions, not informational text","the button label","(no text revealed - opens a list of options)","adds detail","judgment call: recorded for completeness because it opens on hover, but it is not tooltip copy","","no - element has no aria-label","route-specific","literal",""
"/search","src/views/search/components/filters/components/date-filter/components/histogram.tsx","233","histogram bar","chart hover (visx tooltip)","(none - histogram bar, no text on the mark)","2019 (12,345 resources)","tooltip is the only text","built from the hovered date bucket - illustrative: the interpolated part varies per record","","no - element has no aria-label","route-specific","value (sampled example)","2026-08-26"
"/diseases/[slug]","src/components/visualizations/bar/index.tsx","395","bar segment","chart hover (visx tooltip)","(none - bar segment, no text on the mark)","neoplasm (38,583 resources)","tooltip is the only text","built from the hovered datum - illustrative: the interpolated part varies per record","","no - element has no aria-label","shared","value (sampled example)","2026-08-26"
"/search","src/components/visualizations/bar/index.tsx","395","bar segment","chart hover (visx tooltip)","(none - bar segment, no text on the mark)","neoplasm (38,583 resources)","tooltip is the only text","built from the hovered datum - illustrative: the interpolated part varies per record","","no - element has no aria-label","shared","value (sampled example)","2026-08-26"
"/diseases/[slug]","src/views/diseases/disease/visualizations/bar-chart.tsx","324","bar segment","chart hover (visx tooltip)","(none - bar segment, no text on the mark)","neoplasm (38,583 resources)","tooltip is the only text","built from the hovered datum - illustrative: the interpolated part varies per record","Dataset","no - element has no aria-label","route-specific","value (sampled example)","2026-08-26"
"/diseases/[slug]","src/views/diseases/disease/visualizations/stacked-bar-chart.tsx","224","stacked bar segment","chart hover (visx tooltip)","(none - stacked bar segment, no text on the mark)","neoplasm (38,583 resources)","tooltip is the only text","built from the hovered datum - illustrative: the interpolated part varies per record","Dataset","no - element has no aria-label","route-specific","value (sampled example)","2026-08-26"
"/diseases/[slug]","src/views/diseases/disease/visualizations/donut-chart.tsx","274","donut slice","chart hover (visx tooltip)","(none - donut slice, no text on the mark)","neoplasm (38,583 resources)","tooltip is the only text","built from the hovered datum - illustrative: the interpolated part varies per record","Dataset","no - element has no aria-label","route-specific","value (sampled example)","2026-08-26"
"/diseases/[slug]","src/views/diseases/disease/visualizations/treemap-chart.tsx","322","treemap node","chart hover (visx tooltip)","the term name inside the treemap tile, where the tile is big enough","neoplasm (38,583 resources)","adds detail","built from the hovered datum - illustrative: the interpolated part varies per record","Dataset","no - element has no aria-label","route-specific","value (sampled example)","2026-08-26"
"/sources","src/components/metadata-compatibility-source-badge/components/badge.tsx","315","badge segment","chart hover (visx tooltip)","(none - badge segment, no text on the mark)","Recommended fields: 62% coverage","tooltip is the only text","built from the hovered badge segment - illustrative: the interpolated part varies per record","","no - element has no aria-label","route-specific","value (sampled example)","2026-08-26"
"/resources","src/components/metadata-completeness-badge/Circular.tsx","168","completeness ring","hover + focus (Chakra Tooltip)","(none - completeness ring segment, no text on the mark)","Fundamental fields","tooltip is the only text","the fixed section labels inside the TooltipContent JSX","varies with the record","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/metadata-completeness-badge/Circular.tsx","168","completeness ring","hover + focus (Chakra Tooltip)","(none - completeness ring segment, no text on the mark)","Recommended fields","tooltip is the only text","the fixed section labels inside the TooltipContent JSX","varies with the record","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/metadata-completeness-badge/Circular.tsx","168","completeness ring","hover + focus (Chakra Tooltip)","(none - completeness ring segment, no text on the mark)","Fundamental fields","tooltip is the only text","the fixed section labels inside the TooltipContent JSX","varies with the record","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/metadata-completeness-badge/Circular.tsx","168","completeness ring","hover + focus (Chakra Tooltip)","(none - completeness ring segment, no text on the mark)","Recommended fields","tooltip is the only text","the fixed section labels inside the TooltipContent JSX","varies with the record","no - element has no aria-label","shared","value (resolved)",""
"(none - component has no consumer)","src/components/visualizations/pie/index.tsx","228","pie slice","chart hover (visx tooltip)","(never renders - component has no importer in src/)","(NEVER RENDERS - component has no importer in src/)","tooltip is the only text","this component has no importer anywhere in src/, so the tooltip never renders","","no - element has no aria-label","unused component","literal",""
